name	address	prefecture	phone	flag1	flag2	flag3	flag4	flag5	flag6	flat7	flag8	frozen_egg	frozen_preg	frozen_birth	frozen_rate	clinic_url	longitude	latitude	icon
社会福祉法人　恩賜財団　済生会支部 神奈川県済生会横浜市東部病院	神奈川県横浜市鶴見区下末吉３丁目６－１	神奈川県	81455763000	True	True	True	True	True	True	True	False	53	20	13	25	https://www.tobu.saiseikai.or.jp/	139.674911	35.523926	consistent
産婦人科クリニックさくら	神奈川県横浜市青葉区新石川2-9-3	神奈川県	81459119936	True	True	True	True	True	True	False	False	0	0	0	0	https://www.cl-sacra.com	139.559158	35.574654	N/A
アモルクリニック	神奈川県横浜市港北区新横浜3-20-3-701	神奈川県	81454751000	True	True	True	True	True	True	False	False	0	0	0	0	https://amor-clinic.jp/	139.616516	35.511406	N/A
北里大学病院	神奈川県相模原市南区北里１丁目１５番１号	神奈川県	81427788111	True	True	True	True	True	True	False	False	0	0	0	0		139.393845	35.538513	N/A
医療法人社団慶秀会 神奈川ARTクリニック	神奈川県相模原市南区相模大野6-19-29	神奈川県	81427013855	True	True	True	True	True	True	False	False	608	350	0	0	https://www.kanagawa-art.jp/	139.434769	35.529587	worse
コシ産婦人科医院	神奈川県横浜市神奈川区白楽71-8	神奈川県	81454322525	True	True	True	True	True	True	False	False	0	0	0	0	http://www.koshi-sanfujinka.com	139.629791	35.486107	N/A
CMポートクリニック	神奈川県横浜市都筑区茅ケ崎中央50-17 B1F	神奈川県	81459483761	True	True	True	True	True	True	False	False	162	50	40	25	http://cm-port@cm-port.com	139.575226	35.546001	consistent
聖マリアンナ医科大学	神奈川県川崎市宮前区菅生２丁目１６－１	神奈川県	81449778111	True	True	True	True	True	True	False	False	0	0	0	0		139.547073	35.599560	N/A
田園都市レディースクリニック	神奈川県横浜市青葉区あざみ野1-5-1	神奈川県	81459055524	True	True	True	True	True	True	True	False	1169	558	413	35	https://www.denentoshi-lady.com/	139.554352	35.570305	better
山下湘南夢クリニック	神奈川県藤沢市鵠沼石上1-2-10KENEDIX藤沢4階	神奈川県	81466555011	True	True	True	True	True	True	True	True	352	164	109	31	https://ysyc-yumeclinic.com	139.487823	35.335789	consistent
医療法人社団三成会　新百合ヶ丘総合病院	神奈川県川崎市麻生区古沢	神奈川県	81443229991	True	True	True	True	True	True	False	False	184	62	42	23	https://www.shinyuri-hospital.com	139.496689	35.603786	consistent
医療法人愛育会　愛育レディーズクリニック	神奈川県大和市南林間2-13-3	神奈川県	81462773316	True	True	True	True	True	True	False	False	68	28	22	32	https://www.aiikucl.jp/	139.445526	35.494949	consistent
みなとみらい夢クリニック	神奈川県横浜市西区みなとみらい3-6-3MMパークビル２階・３階	神奈川県	81452283131	True	True	True	True	True	True	True	True	170	62	48	28	https://mm-yumeclinic.com	139.631989	35.458584	consistent
綱島ゆめみ産婦人科	神奈川県横浜市港北区綱島西3-2-23	神奈川県	81455431103	True	True	True	True	False	True	False	False	0	0	0	0	https://www.yumemi-sanfujinka.com	139.631210	35.537548	N/A
産婦人科クリニックさくら	神奈川県横浜市青葉区新石川2-9-3	神奈川県	81459119936	True	True	True	True	True	True	False	False	0	0	0	0	https://www.cl-sacra.com	139.559158	35.574654	N/A
湘南茅ヶ崎ARTレディースクリニック	神奈川県茅ヶ崎市浜見平10-2 BRANCH3 2階	神奈川県	81467815726	True	True	True	True	False	True	False	False	0	0	0	0	https://chigasaki-art-lc.jp/	139.387695	35.323002	N/A
東海大学医学部付属病院	神奈川県伊勢原市下糟屋１４３	神奈川県	81463931121	True	True	True	True	True	True	False	False	0	0	0	0		139.313675	35.406673	N/A
医療法人社団　恵和会　ミアグレースクリニック新潟	新潟県新潟市中央区東万代町9-38 ロイヤルパークスER万代1階	新潟県	81252461122	True	True	True	True	True	True	True	True	0	0	0	0	https://mia-grace-niigata.jp/	139.062622	37.917324	N/A
立川メディカルセンター立川綜合病院	新潟県長岡市旭岡１丁目２４番地	新潟県	81258333111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tatikawa.or.jp	138.858337	37.422428	N/A
医療法人社団　ロイヤルハートクリニック	新潟県新潟市中央区天神尾１丁目17番5号	新潟県	81252441122	True	True	True	True	True	True	False	False	53	17	12	23	https://www.royal-heart-clinic.com/index1.html	139.054916	37.907864	consistent
医療法人社団　関塚医院	新潟県新発田市中田町2-17-15	新潟県	81254261405	True	True	True	True	False	True	False	False	0	0	0	0		139.328247	37.967873	N/A
医療法人社団フロール菅谷ウイメンズクリニック	新潟県上越市新光町	新潟県	81255467660	True	True	True	True	True	True	False	False	0	0	0	0	https://www.sugaya-women.jp	138.236954	37.152447	N/A
立川メディカルセンター立川綜合病院	新潟県長岡市旭岡１丁目２４番地	新潟県	81258333111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tatikawa.or.jp/tatikawa/	138.858337	37.422428	N/A
新津産科婦人科クリニック	新潟県新潟市江南区横越中央7丁目1番7号	新潟県	81253844103	True	True	True	True	True	True	False	False	0	0	0	0	https://www.sankafujinka.jp	139.146011	37.853565	N/A
小嶋ウィメンズクリニック	富山県富山市五福521-1	富山県	81764321788	True	True	True	True	True	True	True	True	0	0	0	0	https://www.kojima-womensclinic.com/	137.192337	36.700943	N/A
女性クリニックWe富山	富山県富山市根塚町1-5-1	富山県	81764935580	True	True	True	True	True	True	False	False	122	16	14	12	https://we-toyama.jp/	137.204987	36.674450	worse
富山県済生会富山病院	富山県富山市楠木３３－１	富山県	81764371111	False	False	False	False	False	False	True	True	0	0	0	0	https://www.saiseikai-toyama.jp/	137.255035	36.737865	N/A
あいARTクリニック	富山県高岡市下伏間江	富山県	81766273311	True	True	True	True	True	True	False	False	0	0	0	0		137.023911	36.722866	N/A
富山県立中央病院	富山県富山市西長江２丁目２－７８	富山県	81764241531	True	True	True	True	True	True	False	False	0	0	0	0	http://www.tch.pref.toyama.jp	137.236526	36.692074	N/A
鈴木レディスホスピタル	石川県金沢市寺町2-8-36	石川県	81762423155	True	True	True	True	True	True	True	True	0	0	0	0	https://www.suzukilh.com	136.656204	36.548653	N/A
金沢市立病院	石川県金沢市平和町3丁目7番3号	石川県	81762452600	False	False	False	False	False	False	False	False	0	0	0	0		136.663727	36.541588	N/A
医療法人社団康仁会　金沢たまごクリニック	石川県金沢市諸江町中丁327番1	石川県	81762373300	False	True	True	True	True	True	False	False	356	121	85	24		136.644104	36.598358	consistent
福井大学医学部附属病院	福井県吉田郡永平寺町松岡下合月２３－３	福井県	81776613111	True	True	True	True	True	True	True	True	37	10	4	11	https://www.hosp.u-fukui.ac.jp/	136.292068	36.109547	worse
本多レディースクリニック	福井県福井市宝永4丁目2番18号	福井県	81776246800	True	True	True	True	True	True	False	False	0	0	0	0	https://www.honda-lc.or.jp/	136.219666	36.067360	N/A
国立大学法人山梨大学医学部附属病院	山梨県中央市下河東１１１０	山梨県	81552731111	True	True	True	True	True	True	True	True	245	93	71	29	https://www.hosp.yamanashi.ac.jp/	138.538177	35.609200	consistent
医療法人磐長会このはな産婦人科	山梨県甲斐市西八幡1950-1	山梨県	81552255500	True	True	True	True	True	True	False	False	0	0	0	0	https://www.konohana-obgy.com/guide.html	138.522903	35.638847	N/A
甲府昭和婦人クリニック	山梨県中巨摩郡昭和町清水新居1215-1	山梨県	81552265566	True	True	True	True	True	True	False	False	0	0	0	0	http://yoshida-fujin-clinic.com	138.548981	35.642872	N/A
吉澤産婦人科医院	長野県長野市七瀬中町９６	長野県	81262268475	True	True	True	True	True	True	False	False	0	0	0	0	http://www.yszw.com/	138.193649	36.643436	N/A
長野赤十字病院	長野県長野市若里５丁目２２－１	長野県	81262264131	True	True	True	True	True	True	True	True	0	0	0	0	http://www.nagano-med.jrc.or.jp	138.189758	36.628452	N/A
医療法人佐久平リプロダクションセンター　佐久平エンゼルクリニック	長野県佐久市長土呂１２１０−１	長野県	81267675816	True	True	True	True	True	True	False	False	457	175	129	28	https://www.sakudaira-angel-clinic.jp/	138.461136	36.284389	consistent
医療法人　未来ART　OKAレディースクリニック	長野県長野市下氷鉋1-14-1	長野県	81262850123	True	True	True	True	False	True	False	False	0	0	0	0		138.175827	36.611786	N/A
わかばレディス＆マタニティ　クリニック	長野県松本市浅間温泉1-24-5	長野県	81263450103	True	True	True	True	True	True	False	False	58	25	16	28	https://www.wakaba-lc.jp	137.984894	36.260216	consistent
信州大学医学部附属病院	長野県松本市旭３丁目１－１	長野県	81263354600	True	True	True	True	True	True	False	False	0	0	0	0	https://wwwhp.md.shinshu-u.ac.jp/	137.978943	36.249428	N/A
西澤産婦人科クリニック	長野県飯田市本町4-5	長野県	81265243800	True	True	True	True	False	True	False	False	0	0	0	0		137.821564	35.516972	N/A
医療法人登誠会諏訪マタニティークリニック	長野県諏訪郡下諏訪町１１２番地１３	長野県	81266286100	True	True	True	True	True	True	True	False	301	156	124	41	http://temporary.e-smc.jp/info/	138.079254	36.078316	better
長野市民病院	長野県長野市大字富竹１３３３番地１	長野県	81262951199	True	True	True	True	True	True	False	False	0	0	0	0	https://www.hospital.nagano.nagano.jp	138.254654	36.669018	N/A
JA長野厚生連　南長野医療センター篠ノ井総合病院	長野県長野市篠ノ井会666番地1	長野県	81262922261	True	True	True	True	True	True	True	True	84	27	18	21	https://shinonoi-ghp.jp/	138.149292	36.575462	consistent
佐久市立国保浅間総合病院	長野県佐久市岩村田１８６２－１	長野県	81267672295	True	True	True	True	True	True	False	False	76	24	23	30		138.469162	36.270580	consistent
おおのレディースクリニック	岐阜県岐阜市光町43	岐阜県	81582330201	True	True	True	True	True	True	False	False	698	238	183	26	https://ohno-lc.com	136.745819	35.433571	consistent
岐阜県厚生農業協同組合連合会　岐阜・西濃医療センター　西濃厚生病院	岐阜県揖斐郡大野町下磯293番地1	岐阜県	81585361100	False	False	False	False	False	False	True	True	0	0	0	0		136.627991	35.432137	N/A
クリニックママ	岐阜県大垣市今宿3-34-1	岐阜県	81584735111	True	True	True	True	True	True	False	False	154	83	63	76	http://climama.jp	136.636612	35.365562	better
岐阜大学医学部附属病院	岐阜県岐阜市柳戸１－１	岐阜県	81582306000	True	True	True	True	False	True	False	False	0	0	0	0		136.737625	35.465530	N/A
医療法人社団　古田産科婦人科クリニック	岐阜県岐阜市金町7-3	岐阜県	81582652395	True	True	True	True	True	True	False	False	21	5	3	14		136.757019	35.413013	consistent
ぎなんレディースクリニック	岐阜県羽島郡岐南町八剣北5-81-1	岐阜県	81582015760	True	True	True	True	True	True	False	False	0	0	0	0	https://ginan-lc.com	136.782867	35.394199	N/A
岩端医院	静岡県沼津市大手町3-2-19	静岡県	81559621368	True	True	True	True	True	True	False	True	0	0	0	0	https://www.iwahata.jp/	138.860458	35.101620	N/A
菊池レディースクリニック	静岡県静岡市葵区追手町2-12静岡安藤ハザマビル９階	静岡県	81542724124	True	True	True	True	True	True	False	False	107	61	45	42	https://kikuchi-lc.com/	138.385635	34.975140	better
沼津市立病院	静岡県沼津市東椎路字春ノ木550番地	静岡県	81559245100	True	True	True	False	True	True	False	False	0	0	0	0		138.835129	35.119942	N/A
社会福祉法人　聖隷福祉事業団　総合病院　聖隷浜松病院	静岡県浜松市中区住吉２丁目１２－１２	静岡県	81534742222	True	True	True	True	True	True	True	True	88	31	0	0	https://www.seirei.or.jp/hamamatsu/	137.725006	34.730160	worse
富士市立中央病院	静岡県富士市高島町５０	静岡県	81545521131	True	True	True	True	True	True	False	False	0	0	0	0		138.670807	35.158253	N/A
俵IVFクリニック	静岡県静岡市駿河区泉町2-20	静岡県	81542882882	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tawara-ivf.jp/	138.386902	34.968765	N/A
静岡赤十字病院	静岡県静岡市葵区追手町8番2号	静岡県	81542544311	True	True	True	True	True	True	False	False	0	0	0	0		138.381348	34.976254	N/A
長谷川産婦人科医院	静岡県富士市吉原5-3-18	静岡県	81545537575	True	True	True	True	True	True	False	False	0	0	0	0	https://hasegawa-sanfujinka.com	138.680038	35.165714	N/A
焼津市立総合病院	静岡県焼津市道原１０００番地	静岡県	81546233111	True	True	True	True	True	True	True	True	0	0	0	0	http://www.hospital.yaizu.shizuoka.jp/	138.306061	34.837288	N/A
名古屋大学医学部附属病院	愛知県名古屋市昭和区鶴舞町６５番地	愛知県	81527412111	True	True	True	True	True	True	False	False	119	10	7	6	https://www.med.nagoya-u.ac.jp/hospital/	136.921539	35.157745	worse
山口レディスクリニック	愛知県名古屋市南区駈上2-7-1	愛知県	81528232121	True	True	True	True	True	True	False	False	0	0	0	0		136.937592	35.112640	N/A
日本赤十字社愛知医療センター名古屋第一病院	愛知県名古屋市中村区道下町３丁目３５	愛知県	81524815111	True	True	True	True	True	True	False	False	0	0	0	0		136.862427	35.171490	N/A
医療法人伸和會　野崎クリニック	愛知県名古屋市中川区大当郎1-1903	愛知県	81523033811	True	True	True	True	True	True	False	False	0	0	0	0		136.833527	35.132507	N/A
なごやARTクリニック	愛知県名古屋市中村区太閤１丁目２０番９号　Ｌ’ＥＮＶＯＬ　ＭＥＩＥＫＩ　３階	愛知県	81524511103	True	True	True	True	True	True	False	False	186	92	63	50	https://nagoya-art.jp/	136.880386	35.166542	better
ダイヤビルレディースクリニック	愛知県名古屋市西区名駅１－１－１７名駅ダイヤメイテツビル２階	愛知県	81525611880	True	True	True	True	True	True	False	False	0	0	0	0	https://www.daiya-lc.jp/	136.881973	35.173790	N/A
おち夢クリニック名古屋	愛知県名古屋市中区丸の内3-19-12　久屋パークサイドビル8F	愛知県	81529682203	True	True	True	True	True	True	False	False	234	131	87	37	https://www.art-ochi.com/	136.907501	35.174450	better
医療法人成田育成会　成田産婦人科	愛知県名古屋市中区大須１−２０−３０	愛知県	81522211595	True	True	True	True	True	True	False	False	812	329	231	28	https://www.narita-hospital.or.jp	136.897034	35.160580	consistent
医療法人双葉会　ふたばクリニック	愛知県半田市吉田町6-82	愛知県	81569205000	True	True	True	True	True	True	False	False	19	6	6	32		136.894226	34.892632	consistent
さわだウィメンズクリニック	愛知県名古屋市千種区四谷通1-18-1 RICCA 11 ビル３階	愛知県	81527883588	True	True	True	True	True	True	False	False	237	83	63	27		136.964157	35.162178	consistent
つつじが丘ウイメンズクリニック	愛知県豊橋市つつじが丘2-3-10	愛知県	81532665550	True	True	True	True	True	True	False	False	323	0	0	0	http://t-w-c.jp	137.399078	34.748615	worse
日本赤十字社愛知医療センター名古屋第一病院	愛知県名古屋市中村区道下町３丁目３５	愛知県	81524815111	True	True	True	True	True	True	False	False	0	0	0	0		136.862427	35.171490	N/A
グリーンベルARTクリニック	愛知県豊田市喜多町2-160コモスクエアWEST３F	愛知県	81565373535	True	True	True	True	True	True	False	True	0	0	0	0	http://gac@greenbellart.com	137.158188	35.086658	N/A
浅田レディース勝川クリニック	愛知県春日井市松新町1-4　ルネック5F	愛知県	81568352203	True	True	True	True	True	True	True	True	970	326	191	20	https://ivf-asada.jp/	136.955719	35.230465	worse
金山レディースクリニック	愛知県名古屋市熱田区金山町1-202東和ビル6階	愛知県	81526812241	True	True	True	True	True	True	False	False	0	0	0	0	http://klc.ne.jp/	136.900681	35.141369	N/A
可世木レディスクリニック	愛知県一宮市平和1-9-26	愛知県	81586477333	True	True	True	True	True	True	False	False	0	0	0	0	http://funin-kaseki.com	136.793076	35.301655	N/A
小牧市民病院	愛知県小牧市常普請１丁目２０	愛知県	81568764131	True	True	True	True	True	True	False	False	59	18	13	22	https://www.komakihp.gr.jp	136.917191	35.287514	consistent
G&Oレディスクリニック	愛知県刈谷市泉田町折戸6-2	愛知県	81566274103	True	True	True	True	True	True	False	False	0	0	0	0	https://lady.go-clinic.gr.jp/	137.005142	35.021191	N/A
医療法人成田育成会　セントソフィアクリニック	愛知県名古屋市中村区名駅1-1-4ＪＲセントラルタワーズ１９階	愛知県	81525511595	True	True	True	True	True	True	False	False	0	0	0	0	http://www.st-sophia.jp/	136.883423	35.170750	N/A
医療法人　格医会　可世木婦人科ARTクリニック	愛知県名古屋市中区栄	愛知県	81522518801	True	True	True	True	True	True	False	False	0	0	0	0		136.894913	35.165424	N/A
ロイヤルベルクリニック	愛知県名古屋市緑区水広1-1715	愛知県	81528796673	True	True	True	True	True	True	False	False	174	79	67	39	https://www.royalbell.jp/art/	136.993851	35.082016	better
つかはらウィメンズクリニック	愛知県一宮市水附町2-1	愛知県	81586648080	True	True	True	True	True	True	False	False	0	0	0	0		136.816864	35.297092	N/A
産科婦人科種村ウィメンズクリニック	愛知県名古屋市天白区野並1-265	愛知県	81527996121	False	False	False	False	False	False	False	False	0	0	0	0		136.958893	35.107563	N/A
藤田医科大学病院	愛知県豊明市沓掛町田楽ケ窪１－９８	愛知県	81562932111	True	True	True	True	True	True	False	False	0	0	0	0	https://hospital.fujita-hu.ac.jp/about/outline.html	137.001389	35.070999	N/A
森脇レディースクリニック	愛知県みよし市三好町小坂75　アーバンシティ三好2階	愛知県	81561335512	True	True	True	True	True	True	False	False	0	0	0	0	http://art-moriwaki.com/	137.075760	35.089851	N/A
医療法人みらい　ARTクリニックみらい	愛知県岡崎市大樹寺2丁目２－２	愛知県	81564249293	True	True	True	True	True	True	False	False	0	0	0	0		137.156799	34.982574	N/A
名古屋市立大学病院	愛知県名古屋市瑞穂区瑞穂町字川澄１	愛知県	81528515511	True	True	True	True	True	True	True	True	0	0	0	0		136.935196	35.139385	N/A
まるたARTクリニック	愛知県名古屋市千種区覚王山通8-70-1  池下ESビル3階	愛知県	81527640010	True	True	True	True	True	True	False	False	0	0	0	0		136.947006	35.167221	N/A
おかだウィメンズクリニック	愛知県名古屋市中区正木4-8-7れんが橋ビル3階	愛知県	81526830018	True	True	True	True	True	True	False	False	189	87	63	33	https://okada-w.com	136.898865	35.143017	better
豊橋市民病院	愛知県豊橋市青竹町字八間西５０	愛知県	81532336111	True	True	True	True	True	True	True	False	34	14	13	38	https://www.municipal-hospital.toyohashi.aichi.jp/	137.348907	34.760651	consistent
常滑市民病院	愛知県常滑市飛香台３丁目３番地の３	愛知県	81569353170	True	True	True	True	True	True	True	True	0	0	0	0	http://www.tokonamecityhospital.jp/gynecology/	136.852585	34.896324	N/A
はちウィメンズクリニック安城	愛知県安城市箕輪町唐生３７番地	愛知県	81566714800	True	False	False	False	False	False	False	False	0	0	0	0	http://www.hachi-clinic.jp/	137.057114	34.959595	N/A
JA愛知厚生連　江南厚生病院	愛知県江南市高屋町大松原１３７番地	愛知県	81587513333	True	True	True	True	True	True	False	False	0	0	0	0		136.877869	35.355091	N/A
医療法人　稲垣婦人科	愛知県名古屋市北区大曽根３丁目５８番	愛知県	81529105550	True	True	True	True	True	True	False	False	0	0	0	0	https://oozone-l.com	136.935120	35.191853	N/A
原田レディースクリニック	愛知県知多市寺本新町1-172	愛知県	81562361103	True	True	True	False	True	True	False	False	0	0	0	0	http://www.harada-lc.com/	136.877014	34.993938	N/A
平針北クリニック	愛知県日進市赤池町屋下306-2	愛知県	81528031103	True	True	True	False	True	False	False	False	0	0	0	0	http://www.hirabarikita-clinic.com	137.008011	35.125515	N/A
名古屋市立大学病院	愛知県名古屋市瑞穂区瑞穂町字川澄１	愛知県	81528515511	True	False	True	True	True	True	True	True	0	0	0	0	https://w3hosp.med.nagoya-cu.ac.jp	136.935196	35.139385	N/A
浅田レディース名古屋駅前クリニック	愛知県名古屋市中村区名駅4-6-17 名古屋ビルディング3階	愛知県	81525512203	True	True	True	True	True	True	True	True	1545	570	337	22	https://ivf-asada.jp/	136.884796	35.171112	worse
医療法人　西山産婦人科	三重県津市栄町4丁目72	三重県	81592291200	True	True	True	True	True	True	True	False	83	38	34	41	https://www.nycl.jp/	136.512543	34.736534	better
医療法人尚豊会みたき総合病院	三重県四日市市生桑町458-1	三重県	81593306000	True	True	True	True	True	True	False	False	23	13	13	56	https://mitaki.or.jp/	136.600021	34.983887	better
国立大学法人三重大学医学部附属病院	三重県津市江戸橋２丁目１７４	三重県	81592321111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.hosp.mie-u.ac.jp/	136.522507	34.742409	N/A
済生会松阪総合病院	三重県松阪市朝日町１区１５－６	三重県	81598512626	True	True	True	True	True	True	True	True	0	0	0	0		136.537064	34.579800	N/A
みのうらレディースクリニック	三重県鈴鹿市磯山3-9-17	三重県	81593800018	True	True	True	True	True	True	False	False	278	155	126	45	https://www.minouralc.com	136.570984	34.816666	better
IVF白子クリニック	三重県鈴鹿市南江島町8-2	三重県	81593882288	True	True	True	True	True	True	False	False	0	0	0	0	https://www.ivf-shiroko.com/	136.593018	34.839069	N/A
ヨナハレディースクリニック	三重県桑名市和泉イノ割２１９	三重県	81594271703	True	True	True	True	True	True	False	False	110	51	39	35	https://yonaha.or.jp/lc/index.html	136.685211	35.044388	consistent
清水産婦人科	滋賀県草津市野村3-18-5	滋賀県	81775624332	True	True	True	True	True	True	False	False	106	50	41	38	https://www.shimizu-lc.jp/	135.949112	35.025551	better
医療法人田村秀子婦人科医院	京都府京都市中京区御所八幡町229	京都府	81752130523	True	True	True	True	True	True	False	False	101	49	42	42	https//:tamura-hideko.com	135.762817	35.011021	better
京都大学医学部附属病院	京都府京都市左京区聖護院川原町54	京都府	81757513269	True	True	True	True	True	True	True	False	0	0	0	0		135.777176	35.020184	N/A
医療法人社団ハシイ産婦人科	京都府向日市寺戸町七ノ坪170	京都府	81759241700	True	True	True	True	True	True	False	False	0	0	0	0	https://hashii-hp.jp/	135.704041	34.960232	N/A
独立行政法人国立病院機構京都医療センター	京都府京都市伏見区深草向畑町１－１	京都府	81756419161	False	False	False	False	False	False	True	False	0	0	0	0		135.773926	34.953758	N/A
京都府立医科大学附属病院	京都府京都市上京区出水町	京都府	81752515111	True	True	True	True	True	True	False	False	0	0	0	0	http://www.h.kpu-m.ac.jp	135.769592	35.019176	N/A
医療法人紀映会　レディースクリニック北浜	大阪府大阪市中央区高麗橋1-7-3 The Kitahama PLAZA 3F	大阪府	81662028739	True	True	True	True	True	True	False	False	0	0	0	0		135.506683	34.689426	N/A
大阪NewARTクリニック	大阪府大阪市北区梅田2ｰ6ｰ20パシフィックマークス西梅田10F	大阪府	81663411556	True	True	True	True	True	True	True	True	0	0	0	0	http://hart.or.jp	135.490341	34.697544	N/A
医療法人平治会　KAWAレディースクリニック	大阪府堺市南区若松台3-2-3	大阪府	81722972700	True	True	True	True	True	True	False	False	230	75	58	25	https://www.kawa-lc.com/	135.501328	34.490211	consistent
医療法人川村産婦人科医院	大阪府高槻市松が丘１－１－１	大阪府	81726877557	True	False	False	False	False	False	False	False	0	0	0	0		135.601257	34.872234	N/A
医療法人後藤レディースクリニック	大阪府高槻市白梅町4-13ｼﾞｵ高槻ミューズEX5F	大阪府	81726838510	True	True	True	True	True	True	False	False	0	0	0	0		135.618942	34.853638	N/A
医療法人脇本産婦人科	大阪府大阪市天王寺区空堀町1-19	大阪府	81667615537	True	True	True	True	True	True	False	False	0	0	0	0	http://www.wakimoto-obgyn.com	135.529358	34.674568	N/A
医療法人聖誕会　うめだファティリティークリニック	大阪府大阪市北区豊崎3-17-6	大阪府	81663710363	True	True	True	True	True	True	True	True	788	175	93	12		135.497299	34.709988	worse
医療法人三慧会　IVFなんばクリニック	大阪府大阪市西区南堀江1-17-28	大阪府	81665348824	True	True	True	True	True	True	True	True	552	266	79	14	https://www.ivfnamba.com/	135.495178	34.670345	worse
レディースクリニックかたかみ	大阪府大阪市淀川区西中島1-11-23	大阪府	81661002525	True	True	True	True	True	True	False	False	0	0	0	0	http://katakami-lc.jp	135.499008	34.724979	N/A
医療法人イワサクリニック	大阪府枚方市香里園町9-22	大阪府	81728311666	True	True	True	False	False	True	False	False	159	54	39	25		135.632431	34.785618	consistent
医療法人正育会　春木レディースクリニック	大阪府大阪市中央区南船場4-3-2 ヒューリック心斎橋ビル7階	大阪府	81662813788	True	True	True	True	True	True	False	False	446	204	153	34	http://haruki-cl.com/	135.500137	34.676556	better
大阪大学医学部附属病院	大阪府吹田市山田丘	大阪府	81668795111	True	True	True	True	True	True	True	True	0	0	0	0		135.524002	34.820915	N/A
医療法人天の川レディースクリニック	大阪府交野市私部西2-3-25	大阪府	81728921124	True	True	True	True	True	True	False	False	605	267	209	35	http://amanogawa-ivf.com/	135.675720	34.785515	better
医療法人桃花会　園田桃代ARTクリニック	大阪府豊中市新千里東町1-5-3 千里朝日阪急ビル3階	大阪府	81661551511	True	True	True	True	True	True	False	False	0	0	0	0	http://www.sonoda-art.com	135.495880	34.808746	N/A
医療法人オーク会　オーク住吉産婦人科	大阪府大阪市西成区玉出西	大阪府	81120009345	True	True	True	True	True	True	True	True	0	0	0	0	https://www.oakclinic-group.com/sumiyoshi/	135.488907	34.627426	N/A
医療法人愛生会扇町レディースクリニック	大阪府大阪市北区野崎町1-20	大阪府	81663112511	True	True	True	True	True	True	True	True	0	0	0	0	https://olc.ne.jp	135.507889	34.701649	N/A
医療法人三慧会HORACグランフロント大阪クリニック	大阪府大阪市北区大深町3-1グランフロント大阪タワーB15階	大阪府	81663778824	True	True	True	True	True	True	False	False	374	141	16	4	https://www.ivfhorac.com/	135.494339	34.705833	worse
地方独立行政法人大阪府立病院機構　大阪急性期・総合医療センター	大阪府大阪市住吉区万代東３丁目１－５６	大阪府	81666921201	True	True	True	True	True	True	True	True	88	14	11	13	http://www.gh.opho.jp/index.php	135.503952	34.616692	worse
奥野病院	大阪府大阪市阿倍野区天王寺町北2-31-4	大阪府	81667192200	True	True	True	True	True	True	False	False	0	0	0	0		135.523254	34.644394	N/A
医療法人三慧会IVF大阪クリニック	大阪府東大阪市長田東1-1-14	大阪府	81643088824	True	True	True	True	True	True	False	False	583	273	125	0	https://www.ivfosaka.com/	135.592926	34.677856	worse
医療法人越田クリニック	大阪府大阪市北区角田町1-12	大阪府	81663166090	True	True	True	True	True	True	False	False	0	0	0	0	https://www.koshida-cl.or.jp/	135.500977	34.704468	N/A
医療法人きらめき会　ながまつレディースクリニック	大阪府阪南市鳥取628-1	大阪府	81724723788	True	False	False	False	False	False	False	False	0	0	0	0		135.231339	34.349743	N/A
府中のぞみクリニック	大阪府和泉市府中町2-1-3　南海和泉府中ビル	大阪府	81725405033	True	True	True	True	True	True	False	False	0	0	0	0		135.422791	34.485977	N/A
医療法人リプロダクションクリニック　リプロダクションクリニック大阪	大阪府大阪市北区大深町４－２０　グランフロント大阪タワーＡ１５階	大阪府	81661363344	True	True	True	True	True	True	True	True	0	0	0	0	http://www.reposaka.jp/	135.494705	34.703659	N/A
医療法人オーク会　オーク梅田レディースクリニック	大阪府大阪市北区梅田2丁目5番25号　ハービスプラザ 3階	大阪府	81120009345	True	True	True	True	True	True	True	True	0	0	0	0	https://www.oakclinic-group.com/umeda_ladys/	135.491760	34.698177	N/A
医療法人天の川レディースクリニック　ひらかた院	大阪府枚方市大垣内町2-17-13　枚方洛元ビル３F	大阪府	81728044124	True	True	True	True	True	True	False	False	114	54	63	55	https://hirakata-art.com/	135.653809	34.814564	better
山下レディースクリニック	兵庫県神戸市中央区磯上通7-1-8	兵庫県	81782656476	True	True	True	True	True	True	False	False	218	116	83	38	https://ylc.jp/	135.197220	34.691521	better
親愛レディースクリニック	兵庫県加古川市加古川町篠原町50	兵庫県	81794215511	True	True	True	True	True	True	False	False	0	0	0	0		134.838638	34.767849	N/A
医療法人ART会　にしたんARTクリニック神戸三宮院	兵庫県神戸市中央区雲井通7丁目1-1 ミント神戸15F	兵庫県	81782613500	True	True	True	True	True	True	False	False	0	0	0	0	https://www.ivf.co.jp/	135.195938	34.694664	N/A
神戸元町夢クリニック	兵庫県神戸市中央区明石町44 神戸御幸ビル3階	兵庫県	81783252121	True	True	True	True	True	True	True	False	241	123	89	37	https://www.yumeclinic.or.jp	135.191284	34.688770	better
